qualifyId,year,raceId,driverId,constructorId,number,position,q1,q2,q3
3135,2017,Spanish Grand Prix,jolyon_palmer,renault,30,17,1:22.401,,
3136,2017,Spanish Grand Prix,stroll,williams,18,18,1:22.411,,
3137,2017,Spanish Grand Prix,vandoorne,mclaren,2,19,1:22.532,,
3138,2017,Spanish Grand Prix,kvyat,toro_rosso,26,20,1:22.746,,
3139,2017,Monaco Grand Prix,raikkonen,ferrari,7,1,1:13.117,1:12.231,1:12.178
3140,2017,Monaco Grand Prix,vettel,ferrari,5,2,1:13.090,1:12.449,1:12.221
3141,2017,Monaco Grand Prix,bottas,mercedes,77,3,1:13.325,1:12.901,1:12.223
3142,2017,Monaco Grand Prix,max_verstappen,red_bull,33,4,1:13.078,1:12.697,1:12.496
3143,2017,Monaco Grand Prix,ricciardo,red_bull,3,5,1:13.219,1:13.011,1:12.998
3144,2017,Monaco Grand Prix,sainz,toro_rosso,55,6,1:13.526,1:13.397,1:13.162
3145,2017,Monaco Grand Prix,perez,force_india,11,7,1:13.530,1:13.430,1:13.329
3146,2017,Monaco Grand Prix,grosjean,haas,8,8,1:13.786,1:13.203,1:13.349
3147,2017,Monaco Grand Prix,button,mclaren,22,9,1:13.723,1:13.453,1:13.613
3148,2017,Monaco Grand Prix,vandoorne,mclaren,2,10,1:13.476,1:13.249,
3149,2017,Monaco Grand Prix,kvyat,toro_rosso,26,11,1:13.899,1:13.516,
3150,2017,Monaco Grand Prix,hulkenberg,renault,27,12,1:13.787,1:13.628,
3151,2017,Monaco Grand Prix,kevin_magnussen,haas,20,13,1:13.531,1:13.959,
3152,2017,Monaco Grand Prix,hamilton,mercedes,44,14,1:13.640,1:14.106,
3153,2017,Monaco Grand Prix,massa,williams,19,15,1:13.796,1:20.529,
3154,2017,Monaco Grand Prix,ocon,force_india,31,16,1:14.101,,
3155,2017,Monaco Grand Prix,jolyon_palmer,renault,30,17,1:14.696,,
3156,2017,Monaco Grand Prix,stroll,williams,18,18,1:14.893,,
3157,2017,Monaco Grand Prix,wehrlein,sauber,94,19,1:15.159,,
3158,2017,Monaco Grand Prix,ericsson,sauber,9,20,1:15.276,,
3159,2017,Canadian Grand Prix,hamilton,mercedes,44,1,1:12.692,1:12.496,1:11.459
3160,2017,Canadian Grand Prix,vettel,ferrari,5,2,1:13.046,1:12.749,1:11.789
3161,2017,Canadian Grand Prix,bottas,mercedes,77,3,1:12.685,1:12.563,1:12.177
3162,2017,Canadian Grand Prix,raikkonen,ferrari,7,4,1:13.548,1:12.580,1:12.252
3163,2017,Canadian Grand Prix,max_verstappen,red_bull,33,5,1:13.177,1:12.751,1:12.403
3164,2017,Canadian Grand Prix,ricciardo,red_bull,3,6,1:13.543,1:12.810,1:12.557
3165,2017,Canadian Grand Prix,massa,williams,19,7,1:13.435,1:13.012,1:12.858
3166,2017,Canadian Grand Prix,perez,force_india,11,8,1:13.470,1:13.262,1:13.018
3167,2017,Canadian Grand Prix,ocon,force_india,31,9,1:13.520,1:13.320,1:13.135
3168,2017,Canadian Grand Prix,hulkenberg,renault,27,10,1:13.804,1:13.406,1:13.271
3169,2017,Canadian Grand Prix,kvyat,toro_rosso,26,11,1:13.802,1:13.690,
3170,2017,Canadian Grand Prix,alonso,mclaren,14,12,1:13.669,1:13.693,
3171,2017,Canadian Grand Prix,sainz,toro_rosso,55,13,1:14.051,1:13.756,
3172,2017,Canadian Grand Prix,grosjean,haas,8,14,1:13.780,1:13.839,
3173,2017,Canadian Grand Prix,jolyon_palmer,renault,30,15,1:13.990,1:14.293,
3174,2017,Canadian Grand Prix,vandoorne,mclaren,2,16,1:14.182,,
3175,2017,Canadian Grand Prix,stroll,williams,18,17,1:14.209,,
3176,2017,Canadian Grand Prix,kevin_magnussen,haas,20,18,1:14.318,,
3177,2017,Canadian Grand Prix,ericsson,sauber,9,19,1:14.495,,
3178,2017,Canadian Grand Prix,wehrlein,sauber,94,20,1:14.810,,
3179,2017,Azerbaijan Grand Prix,hamilton,mercedes,44,1,1:41.983,1:41.275,1:40.593
3180,2017,Azerbaijan Grand Prix,bottas,mercedes,77,2,1:43.026,1:41.502,1:41.027
3181,2017,Azerbaijan Grand Prix,raikkonen,ferrari,7,3,1:42.678,1:42.090,1:41.693
3182,2017,Azerbaijan Grand Prix,vettel,ferrari,5,4,1:42.952,1:41.911,1:41.841
3183,2017,Azerbaijan Grand Prix,max_verstappen,red_bull,33,5,1:42.544,1:41.961,1:41.879
3184,2017,Azerbaijan Grand Prix,perez,force_india,11,6,1:43.162,1:42.467,1:42.111
3185,2017,Azerbaijan Grand Prix,ocon,force_india,31,7,1:43.051,1:42.751,1:42.186
3186,2017,Azerbaijan Grand Prix,stroll,williams,18,8,1:43.613,1:42.284,1:42.753
3187,2017,Azerbaijan Grand Prix,massa,williams,19,9,1:43.165,1:42.735,1:42.798
3188,2017,Azerbaijan Grand Prix,ricciardo,red_bull,3,10,1:42.857,1:42.215,1:43.414
3189,2017,Azerbaijan Grand Prix,kvyat,toro_rosso,26,11,1:42.927,1:43.186,
3190,2017,Azerbaijan Grand Prix,sainz,toro_rosso,55,12,1:43.489,1:43.347,
3191,2017,Azerbaijan Grand Prix,kevin_magnussen,haas,20,13,1:44.029,1:43.796,
3192,2017,Azerbaijan Grand Prix,hulkenberg,renault,27,14,1:43.930,1:44.267,
3193,2017,Azerbaijan Grand Prix,wehrlein,sauber,94,15,1:44.317,1:44.603,
3194,2017,Azerbaijan Grand Prix,alonso,mclaren,14,16,1:44.334,,
3195,2017,Azerbaijan Grand Prix,grosjean,haas,8,17,1:44.468,,
3196,2017,Azerbaijan Grand Prix,ericsson,sauber,9,18,1:44.795,,
3197,2017,Azerbaijan Grand Prix,vandoorne,mclaren,2,19,1:45.030,,
3198,2017,Austrian Grand Prix,bottas,mercedes,77,1,1:05.760,1:04.316,1:04.251
3199,2017,Austrian Grand Prix,vettel,ferrari,5,2,1:05.585,1:04.772,1:04.293
3200,2017,Austrian Grand Prix,hamilton,mercedes,44,3,1:05.064,1:04.800,1:04.424
3201,2017,Austrian Grand Prix,raikkonen,ferrari,7,4,1:05.148,1:05.004,1:04.779
3202,2017,Austrian Grand Prix,ricciardo,red_bull,3,5,1:05.854,1:05.161,1:04.896
3203,2017,Austrian Grand Prix,max_verstappen,red_bull,33,6,1:05.779,1:04.948,1:04.983
3204,2017,Austrian Grand Prix,grosjean,haas,8,7,1:05.902,1:05.319,1:05.480
3205,2017,Austrian Grand Prix,perez,force_india,11,8,1:05.975,1:05.435,1:05.605
3206,2017,Austrian Grand Prix,ocon,force_india,31,9,1:06.033,1:05.550,1:05.674
3207,2017,Austrian Grand Prix,sainz,toro_rosso,55,10,1:05.675,1:05.544,1:05.726
3208,2017,Austrian Grand Prix,hulkenberg,renault,27,11,1:06.174,1:05.597,
3209,2017,Austrian Grand Prix,alonso,mclaren,14,12,1:06.158,1:05.602,
3210,2017,Austrian Grand Prix,vandoorne,mclaren,2,13,1:06.316,1:05.741,
3211,2017,Austrian Grand Prix,kvyat,toro_rosso,26,14,1:05.990,1:05.884,
3212,2017,Austrian Grand Prix,kevin_magnussen,haas,20,15,1:06.143,,
3213,2017,Austrian Grand Prix,jolyon_palmer,renault,30,16,1:06.345,,
3214,2017,Austrian Grand Prix,massa,williams,19,17,1:06.534,,
3215,2017,Austrian Grand Prix,stroll,williams,18,18,1:06.608,,
3216,2017,Austrian Grand Prix,ericsson,sauber,9,19,1:06.857,,
3217,2017,Austrian Grand Prix,wehrlein,sauber,94,20,1:07.011,,
3218,2017,British Grand Prix,hamilton,mercedes,44,1,1:39.069,1:27.893,1:26.600
3219,2017,British Grand Prix,raikkonen,ferrari,7,2,1:40.455,1:28.992,1:27.147
3220,2017,British Grand Prix,vettel,ferrari,5,3,1:39.962,1:28.978,1:27.356
3221,2017,British Grand Prix,bottas,mercedes,77,4,1:39.698,1:28.732,1:27.376
3222,2017,British Grand Prix,max_verstappen,red_bull,33,5,1:38.912,1:29.431,1:28.130
3223,2017,British Grand Prix,hulkenberg,renault,27,6,1:39.201,1:29.340,1:28.856
3224,2017,British Grand Prix,perez,force_india,11,7,1:42.009,1:29.824,1:28.902
3225,2017,British Grand Prix,ocon,force_india,31,8,1:39.738,1:29.701,1:29.074
3226,2017,British Grand Prix,vandoorne,mclaren,2,9,1:40.011,1:30.105,1:29.418
3227,2017,British Grand Prix,grosjean,haas,8,10,1:42.042,1:29.966,1:29.549
3228,2017,British Grand Prix,jolyon_palmer,renault,30,11,1:41.404,1:30.193,
3229,2017,British Grand Prix,kvyat,toro_rosso,26,12,1:41.726,1:30.355,
3230,2017,British Grand Prix,alonso,mclaren,14,13,1:37.598,1:30.600,
3231,2017,British Grand Prix,sainz,toro_rosso,55,14,1:41.114,1:31.368,
3232,2017,British Grand Prix,massa,williams,19,15,1:41.874,1:31.482,
3233,2017,British Grand Prix,stroll,williams,18,16,1:42.573,,
3234,2017,British Grand Prix,kevin_magnussen,haas,20,17,1:42.577,,
3235,2017,British Grand Prix,wehrlein,sauber,94,18,1:42.593,,
3236,2017,British Grand Prix,ericsson,sauber,9,19,1:42.633,,
3237,2017,British Grand Prix,ricciardo,red_bull,3,20,1:42.966,,
3238,2017,Hungarian Grand Prix,vettel,ferrari,5,1,1:17.244,1:16.802,1:16.276
3239,2017,Hungarian Grand Prix,raikkonen,ferrari,7,2,1:17.364,1:17.207,1:16.444
3240,2017,Hungarian Grand Prix,bottas,mercedes,77,3,1:18.058,1:17.362,1:16.530
3241,2017,Hungarian Grand Prix,hamilton,mercedes,44,4,1:17.492,1:16.693,1:16.707
3242,2017,Hungarian Grand Prix,max_verstappen,red_bull,33,5,1:17.266,1:17.028,1:16.797
3243,2017,Hungarian Grand Prix,ricciardo,red_bull,3,6,1:17.702,1:17.698,1:16.818
3244,2017,Hungarian Grand Prix,hulkenberg,renault,27,7,1:18.137,1:17.655,1:17.468
3245,2017,Hungarian Grand Prix,alonso,mclaren,14,8,1:18.395,1:17.919,1:17.549
3246,2017,Hungarian Grand Prix,vandoorne,mclaren,2,9,1:18.479,1:18.000,1:17.894
3247,2017,Hungarian Grand Prix,sainz,toro_rosso,55,10,1:18.948,1:18.311,1:18.912
3248,2017,Hungarian Grand Prix,jolyon_palmer,renault,30,11,1:18.699,1:18.415,
3249,2017,Hungarian Grand Prix,ocon,force_india,31,12,1:18.843,1:18.495,
3250,2017,Hungarian Grand Prix,kvyat,toro_rosso,26,13,1:18.702,1:18.538,
3251,2017,Hungarian Grand Prix,perez,force_india,11,14,1:19.095,1:18.639,
3252,2017,Hungarian Grand Prix,grosjean,haas,8,15,1:19.085,1:18.771,
3253,2017,Hungarian Grand Prix,kevin_magnussen,haas,20,16,1:19.095,,
3254,2017,Hungarian Grand Prix,stroll,williams,18,17,1:19.102,,
3255,2017,Hungarian Grand Prix,wehrlein,sauber,94,18,1:19.839,,
3256,2017,Hungarian Grand Prix,resta,williams,40,19,1:19.868,,
3257,2017,Hungarian Grand Prix,ericsson,sauber,9,20,1:19.972,,
3258,2017,Belgian Grand Prix,hamilton,mercedes,44,1,1:44.184,1:42.927,1:42.553
3259,2017,Belgian Grand Prix,vettel,ferrari,5,2,1:44.275,1:43.987,1:42.795
3260,2017,Belgian Grand Prix,bottas,mercedes,77,3,1:44.773,1:43.249,1:43.094
3261,2017,Belgian Grand Prix,raikkonen,ferrari,7,4,1:44.729,1:43.700,1:43.270
3262,2017,Belgian Grand Prix,max_verstappen,red_bull,33,5,1:44.535,1:43.940,1:43.380
3263,2017,Belgian Grand Prix,ricciardo,red_bull,3,6,1:45.114,1:44.224,1:43.863
3264,2017,Belgian Grand Prix,hulkenberg,renault,27,7,1:45.280,1:44.988,1:44.982
3265,2017,Belgian Grand Prix,perez,force_india,11,8,1:45.591,1:44.894,1:45.244
3266,2017,Belgian Grand Prix,ocon,force_india,31,9,1:45.277,1:45.006,1:45.369
3267,2017,Belgian Grand Prix,jolyon_palmer,renault,30,10,1:45.447,1:44.685,
3268,2017,Belgian Grand Prix,alonso,mclaren,14,11,1:45.668,1:45.090,
3269,2017,Belgian Grand Prix,grosjean,haas,8,12,1:45.728,1:45.133,
3270,2017,Belgian Grand Prix,kevin_magnussen,haas,20,13,1:45.535,1:45.400,
3271,2017,Belgian Grand Prix,sainz,toro_rosso,55,14,1:45.374,1:45.439,
3272,2017,Belgian Grand Prix,vandoorne,mclaren,2,15,1:45.441,,
3273,2017,Belgian Grand Prix,massa,williams,19,16,1:45.823,,
3274,2017,Belgian Grand Prix,kvyat,toro_rosso,26,17,1:46.028,,
3275,2017,Belgian Grand Prix,stroll,williams,18,18,1:46.915,,
3276,2017,Belgian Grand Prix,ericsson,sauber,9,19,1:47.214,,
3277,2017,Belgian Grand Prix,wehrlein,sauber,94,20,1:47.679,,
3278,2017,Italian Grand Prix,hamilton,mercedes,44,1,1:36.009,1:34.660,1:35.554
3279,2017,Italian Grand Prix,max_verstappen,red_bull,33,2,1:37.344,1:36.113,1:36.702
3280,2017,Italian Grand Prix,ricciardo,red_bull,3,3,1:38.304,1:37.313,1:36.841
3281,2017,Italian Grand Prix,stroll,williams,18,4,1:37.653,1:37.002,1:37.032
3282,2017,Italian Grand Prix,ocon,force_india,31,5,1:38.775,1:37.580,1:37.719
3283,2017,Italian Grand Prix,bottas,mercedes,77,6,1:35.716,1:35.396,1:37.833
3284,2017,Italian Grand Prix,raikkonen,ferrari,7,7,1:38.235,1:37.031,1:37.987
3285,2017,Italian Grand Prix,vettel,ferrari,5,8,1:37.198,1:36.223,1:38.064
3286,2017,Italian Grand Prix,massa,williams,19,9,1:38.338,1:37.456,1:38.251
3287,2017,Italian Grand Prix,vandoorne,mclaren,2,10,1:38.767,1:37.471,1:39.157
3288,2017,Italian Grand Prix,perez,force_india,11,11,1:38.511,1:37.582,
3289,2017,Italian Grand Prix,hulkenberg,renault,27,12,1:39.242,1:38.059,
3290,2017,Italian Grand Prix,alonso,mclaren,14,13,1:39.134,1:38.202,
3291,2017,Italian Grand Prix,kvyat,toro_rosso,26,14,1:39.183,1:38.245,
3292,2017,Italian Grand Prix,sainz,toro_rosso,55,15,1:39.788,1:38.526,
3293,2017,Italian Grand Prix,kevin_magnussen,haas,20,16,1:40.489,,
3294,2017,Italian Grand Prix,jolyon_palmer,renault,30,17,1:40.646,,
3295,2017,Italian Grand Prix,ericsson,sauber,9,18,1:41.732,,
3296,2017,Italian Grand Prix,wehrlein,sauber,94,19,1:41.875,,
3297,2017,Italian Grand Prix,grosjean,haas,8,20,1:43.355,,
3298,2017,Singapore Grand Prix,vettel,ferrari,5,1,1:43.336,1:40.529,1:39.491
3299,2017,Singapore Grand Prix,max_verstappen,red_bull,33,2,1:42.010,1:40.332,1:39.814
3300,2017,Singapore Grand Prix,ricciardo,red_bull,3,3,1:42.063,1:40.385,1:39.840
3301,2017,Singapore Grand Prix,raikkonen,ferrari,7,4,1:43.328,1:40.525,1:40.069
3302,2017,Singapore Grand Prix,hamilton,mercedes,44,5,1:42.455,1:40.577,1:40.126
3303,2017,Singapore Grand Prix,bottas,mercedes,77,6,1:43.137,1:41.409,1:40.810
3304,2017,Singapore Grand Prix,hulkenberg,renault,27,7,1:42.586,1:41.277,1:41.013
3305,2017,Singapore Grand Prix,alonso,mclaren,14,8,1:42.086,1:41.442,1:41.179
3306,2017,Singapore Grand Prix,vandoorne,mclaren,2,9,1:42.222,1:41.227,1:41.398
3307,2017,Singapore Grand Prix,sainz,toro_rosso,55,10,1:42.176,1:41.826,1:42.056
3308,2017,Singapore Grand Prix,jolyon_palmer,renault,30,11,1:42.472,1:42.107,
3309,2017,Singapore Grand Prix,perez,force_india,11,12,1:43.594,1:42.246,
3310,2017,Singapore Grand Prix,kvyat,toro_rosso,26,13,1:42.544,1:42.338,
3311,2017,Singapore Grand Prix,ocon,force_india,31,14,1:43.626,1:42.760,
3312,2017,Singapore Grand Prix,grosjean,haas,8,15,1:43.627,1:43.883,
3313,2017,Singapore Grand Prix,kevin_magnussen,haas,20,16,1:43.756,,
3314,2017,Singapore Grand Prix,massa,williams,19,17,1:44.014,,
3315,2017,Singapore Grand Prix,stroll,williams,18,18,1:44.728,,
3316,2017,Singapore Grand Prix,wehrlein,sauber,94,19,1:45.059,,
3317,2017,Singapore Grand Prix,ericsson,sauber,9,20,1:45.570,,
3318,2017,Malaysian Grand Prix,hamilton,mercedes,44,1,1:31.605,1:30.977,1:30.076
3319,2017,Malaysian Grand Prix,raikkonen,ferrari,7,2,1:32.259,1:30.926,1:30.121
3320,2017,Malaysian Grand Prix,max_verstappen,red_bull,33,3,1:31.920,1:30.931,1:30.541
3321,2017,Malaysian Grand Prix,ricciardo,red_bull,3,4,1:32.416,1:31.061,1:30.595
3322,2017,Malaysian Grand Prix,bottas,mercedes,77,5,1:32.254,1:30.803,1:30.758
3323,2017,Malaysian Grand Prix,ocon,force_india,31,6,1:32.527,1:31.651,1:31.478
3324,2017,Malaysian Grand Prix,vandoorne,mclaren,2,7,1:32.838,1:31.848,1:31.582
3325,2017,Malaysian Grand Prix,hulkenberg,renault,27,8,1:32.586,1:31.778,1:31.607
3326,2017,Malaysian Grand Prix,perez,force_india,11,9,1:32.768,1:31.484,1:31.658
3327,2017,Malaysian Grand Prix,alonso,mclaren,14,10,1:33.049,1:32.010,1:31.704
3328,2017,Malaysian Grand Prix,massa,williams,19,11,1:32.267,1:32.034,
3329,2017,Malaysian Grand Prix,jolyon_palmer,renault,30,12,1:32.576,1:32.100,
3330,2017,Malaysian Grand Prix,stroll,williams,18,13,1:33.000,1:32.307,
3331,2017,Malaysian Grand Prix,sainz,toro_rosso,55,14,1:32.650,1:32.402,
3332,2017,Malaysian Grand Prix,gasly,toro_rosso,10,15,1:32.547,1:32.558,
3333,2017,Malaysian Grand Prix,grosjean,haas,8,16,1:33.308,,
3334,2017,Malaysian Grand Prix,kevin_magnussen,haas,20,17,1:33.434,,
3335,2017,Malaysian Grand Prix,wehrlein,sauber,94,18,1:33.483,,
3336,2017,Malaysian Grand Prix,ericsson,sauber,9,19,1:33.970,,
3337,2017,Malaysian Grand Prix,vettel,ferrari,5,20,,,
3338,2017,Japanese Grand Prix,hamilton,mercedes,44,1,1:29.047,1:27.819,1:27.319
3339,2017,Japanese Grand Prix,bottas,mercedes,77,2,1:29.332,1:28.543,1:27.651
3340,2017,Japanese Grand Prix,vettel,ferrari,5,3,1:29.352,1:28.225,1:27.791
3341,2017,Japanese Grand Prix,ricciardo,red_bull,3,4,1:29.475,1:28.935,1:28.306
3342,2017,Japanese Grand Prix,max_verstappen,red_bull,33,5,1:29.181,1:28.747,1:28.332
3343,2017,Japanese Grand Prix,raikkonen,ferrari,7,6,1:29.163,1:29.079,1:28.498
3344,2017,Japanese Grand Prix,ocon,force_india,31,7,1:30.115,1:29.199,1:29.111
3345,2017,Japanese Grand Prix,perez,force_india,11,8,1:29.696,1:29.343,1:29.260
3346,2017,Japanese Grand Prix,massa,williams,19,9,1:30.352,1:29.687,1:29.480
3347,2017,Japanese Grand Prix,alonso,mclaren,14,10,1:30.525,1:29.749,1:30.687
3348,2017,Japanese Grand Prix,vandoorne,mclaren,2,11,1:30.654,1:29.778,
3349,2017,Japanese Grand Prix,hulkenberg,renault,27,12,1:30.252,1:29.879,
3350,2017,Japanese Grand Prix,kevin_magnussen,haas,20,13,1:30.774,1:29.972,
3351,2017,Japanese Grand Prix,jolyon_palmer,renault,30,14,1:30.516,1:30.022,
3352,2017,Japanese Grand Prix,sainz,toro_rosso,55,15,1:30.565,1:30.413,
3353,2017,Japanese Grand Prix,grosjean,haas,8,16,1:30.849,,
3354,2017,Japanese Grand Prix,gasly,toro_rosso,10,17,1:31.317,,
3355,2017,Japanese Grand Prix,stroll,williams,18,18,1:31.409,,
3356,2017,Japanese Grand Prix,ericsson,sauber,9,19,1:31.597,,
3357,2017,Japanese Grand Prix,wehrlein,sauber,94,20,1:31.885,,
3358,2017,United States Grand Prix,hamilton,mercedes,44,1,1:34.822,1:33.437,1:33.108
3359,2017,United States Grand Prix,vettel,ferrari,5,2,1:35.420,1:34.103,1:33.347
3360,2017,United States Grand Prix,bottas,mercedes,77,3,1:35.309,1:33.769,1:33.568
3361,2017,United States Grand Prix,ricciardo,red_bull,3,4,1:35.991,1:34.495,1:33.577
3362,2017,United States Grand Prix,raikkonen,ferrari,7,5,1:35.649,1:33.840,1:33.577
3363,2017,United States Grand Prix,max_verstappen,red_bull,33,6,1:34.899,1:34.716,1:33.658
3364,2017,United States Grand Prix,ocon,force_india,31,7,1:35.849,1:35.113,1:34.647
3365,2017,United States Grand Prix,sainz,renault,55,8,1:35.517,1:34.899,1:34.852
3366,2017,United States Grand Prix,alonso,mclaren,14,9,1:35.712,1:35.046,1:35.007
3367,2017,United States Grand Prix,perez,force_india,11,10,1:36.358,1:34.789,1:35.148
3368,2017,United States Grand Prix,massa,williams,19,11,1:35.603,1:35.155,
3369,2017,United States Grand Prix,kvyat,toro_rosso,26,12,1:36.073,1:35.529,
3370,2017,United States Grand Prix,vandoorne,mclaren,2,13,1:36.286,1:35.641,
3371,2017,United States Grand Prix,grosjean,haas,8,14,1:36.835,1:35.870,
3372,2017,United States Grand Prix,hulkenberg,renault,27,15,1:35.740,,
3373,2017,United States Grand Prix,ericsson,sauber,9,16,1:36.842,,
3374,2017,United States Grand Prix,stroll,williams,18,17,1:36.868,,
3375,2017,United States Grand Prix,brendon_hartley,toro_rosso,39,18,1:36.889,,
3376,2017,United States Grand Prix,wehrlein,sauber,94,19,1:37.179,,
3377,2017,United States Grand Prix,kevin_magnussen,haas,20,20,1:37.394,,
3378,2017,Mexican Grand Prix,vettel,ferrari,5,1,1:17.665,1:16.870,1:16.488
3379,2017,Mexican Grand Prix,max_verstappen,red_bull,33,2,1:17.630,1:16.524,1:16.574
3380,2017,Mexican Grand Prix,hamilton,mercedes,44,3,1:17.518,1:17.035,1:16.934
3381,2017,Mexican Grand Prix,bottas,mercedes,77,4,1:17.578,1:17.161,1:16.958
3382,2017,Mexican Grand Prix,raikkonen,ferrari,7,5,1:18.148,1:17.534,1:17.238
3383,2017,Mexican Grand Prix,ocon,force_india,31,6,1:18.336,1:17.827,1:17.437
3384,2017,Mexican Grand Prix,ricciardo,red_bull,3,7,1:18.208,1:17.631,1:17.447
3385,2017,Mexican Grand Prix,hulkenberg,renault,27,8,1:18.322,1:17.792,1:17.466
3386,2017,Mexican Grand Prix,sainz,renault,55,9,1:18.405,1:17.753,1:17.794
3387,2017,Mexican Grand Prix,perez,force_india,11,10,1:18.020,1:17.868,1:17.807
3388,2017,Mexican Grand Prix,massa,williams,19,11,1:18.570,1:18.099,
3389,2017,Mexican Grand Prix,stroll,williams,18,12,1:18.902,1:19.159,
3390,2017,Mexican Grand Prix,brendon_hartley,toro_rosso,28,13,1:18.683,,
3391,2017,Mexican Grand Prix,alonso,mclaren,14,14,1:17.710,,
3392,2017,Mexican Grand Prix,vandoorne,mclaren,2,15,1:18.578,,
3393,2017,Mexican Grand Prix,ericsson,sauber,9,16,1:19.176,,
3394,2017,Mexican Grand Prix,wehrlein,sauber,94,17,1:19.333,,
3395,2017,Mexican Grand Prix,kevin_magnussen,haas,20,18,1:19.443,,
3396,2017,Mexican Grand Prix,grosjean,haas,8,19,1:19.473,,
3397,2017,Brazilian Grand Prix,bottas,mercedes,77,1,1:09.452,1:08.638,1:08.322
3398,2017,Brazilian Grand Prix,vettel,ferrari,5,2,1:09.643,1:08.494,1:08.360
3399,2017,Brazilian Grand Prix,raikkonen,ferrari,7,3,1:09.405,1:09.116,1:08.538
3400,2017,Brazilian Grand Prix,max_verstappen,red_bull,33,4,1:09.820,1:09.050,1:08.925
3401,2017,Brazilian Grand Prix,ricciardo,red_bull,3,5,1:09.828,1:09.533,1:09.330
3402,2017,Brazilian Grand Prix,perez,force_india,11,6,1:10.145,1:09.760,1:09.598
3403,2017,Brazilian Grand Prix,alonso,mclaren,14,7,1:10.172,1:09.593,1:09.617
3404,2017,Brazilian Grand Prix,hulkenberg,renault,27,8,1:10.078,1:09.726,1:09.703
3405,2017,Brazilian Grand Prix,sainz,renault,55,9,1:10.227,1:09.768,1:09.805
3406,2017,Brazilian Grand Prix,massa,williams,19,10,1:09.789,1:09.612,1:09.841
3407,2017,Brazilian Grand Prix,ocon,force_india,31,11,1:10.168,1:09.830,
3408,2017,Brazilian Grand Prix,grosjean,haas,8,12,1:10.148,1:09.879,
3409,2017,Brazilian Grand Prix,vandoorne,mclaren,2,13,1:10.286,1:10.116,
3410,2017,Brazilian Grand Prix,kevin_magnussen,haas,20,14,1:10.521,1:10.154,
3411,2017,Brazilian Grand Prix,brendon_hartley,toro_rosso,28,15,1:10.625,,
3412,2017,Brazilian Grand Prix,wehrlein,sauber,94,16,1:10.678,,
3413,2017,Brazilian Grand Prix,gasly,toro_rosso,10,17,1:10.686,,
3414,2017,Brazilian Grand Prix,stroll,williams,18,18,1:10.776,,
3415,2017,Brazilian Grand Prix,ericsson,sauber,9,19,1:10.875,,
3416,2017,Brazilian Grand Prix,hamilton,mercedes,44,20,,,
3417,2017,Abu Dhabi Grand Prix,bottas,mercedes,77,1,1:37.356,1:36.822,1:36.231
3418,2017,Abu Dhabi Grand Prix,hamilton,mercedes,44,2,1:37.391,1:36.742,1:36.403
3419,2017,Abu Dhabi Grand Prix,vettel,ferrari,5,3,1:37.817,1:37.023,1:36.777
3420,2017,Abu Dhabi Grand Prix,ricciardo,red_bull,3,4,1:38.016,1:37.583,1:36.959
3421,2017,Abu Dhabi Grand Prix,raikkonen,ferrari,7,5,1:37.453,1:37.302,1:36.985
3422,2017,Abu Dhabi Grand Prix,max_verstappen,red_bull,33,6,1:38.021,1:37.777,1:37.328
3423,2017,Abu Dhabi Grand Prix,hulkenberg,renault,27,7,1:38.781,1:38.138,1:38.282
3424,2017,Abu Dhabi Grand Prix,perez,force_india,11,8,1:38.601,1:38.359,1:38.374
3425,2017,Abu Dhabi Grand Prix,ocon,force_india,31,9,1:38.896,1:38.392,1:38.397
3426,2017,Abu Dhabi Grand Prix,massa,williams,19,10,1:38.629,1:38.565,1:38.550
3427,2017,Abu Dhabi Grand Prix,alonso,mclaren,14,11,1:38.820,1:38.636,
3428,2017,Abu Dhabi Grand Prix,sainz,renault,55,12,1:38.810,1:38.725,
3429,2017,Abu Dhabi Grand Prix,vandoorne,mclaren,2,13,1:38.777,1:38.808,
3430,2017,Abu Dhabi Grand Prix,kevin_magnussen,haas,20,14,1:39.395,1:39.298,
3431,2017,Abu Dhabi Grand Prix,stroll,williams,18,15,1:39.503,1:39.646,
3432,2017,Abu Dhabi Grand Prix,grosjean,haas,8,16,1:39.516,,
3433,2017,Abu Dhabi Grand Prix,gasly,toro_rosso,10,17,1:39.724,,
3434,2017,Abu Dhabi Grand Prix,wehrlein,sauber,94,18,1:39.930,,
3435,2017,Abu Dhabi Grand Prix,ericsson,sauber,9,19,1:39.994,,
3436,2017,Abu Dhabi Grand Prix,brendon_hartley,toro_rosso,28,20,1:40.471,,
3437,2018,Australian Grand Prix,hamilton,mercedes,44,1,1:22.824,1:22.051,1:21.164
3438,2018,Australian Grand Prix,raikkonen,ferrari,7,2,1:23.096,1:22.507,1:21.828
3439,2018,Australian Grand Prix,vettel,ferrari,5,3,1:23.348,1:21.944,1:21.838
3440,2018,Australian Grand Prix,max_verstappen,red_bull,33,4,1:23.483,1:22.416,1:21.879
3441,2018,Australian Grand Prix,ricciardo,red_bull,3,5,1:23.494,1:22.897,1:22.152
3442,2018,Australian Grand Prix,kevin_magnussen,haas,20,6,1:23.909,1:23.300,1:23.187
3443,2018,Australian Grand Prix,grosjean,haas,8,7,1:23.671,1:23.468,1:23.339
3444,2018,Australian Grand Prix,hulkenberg,renault,27,8,1:23.782,1:23.544,1:23.532
